22  Gamma   1   0   2   -1  0   0   0   0   0   0   0   0
111	pi0	1	0.135	1	-1	0	0	0	0	0	0	0	0
211	pi+	1	0.14	1	-1	0	1	0	0	0	0	0	0
321	K+	1	0.494	1	-1	0	1	1	0	0	0	0	0
311	K0	1	0.498	1	-1	0	0	1	0	0	0	0	0
221	eta	0	0.547	1	-1	0	0	0	0	0	0	0.00118	0
113	rho0	0	0.775	3	-1	0	0	0	0	0	0	0.1492	0
213	rho+	0	0.775	3	-1	0	1	0	0	0	0	0.1492	0
223	omega(782)	0	0.783	3	-1	0	0	0	0	0	0	0.00844	0
323	K*(892)+	0	0.892	3	-1	0	1	1	0	0	0	0.0508	0
313	K*(892)0	0	0.896	3	-1	0	0	1	0	0	0	0.0507	0
2212	p	1	0.9383	2	1	1	1	0	0	0	0	0	0
2112	n	1	0.9396	2	1	1	0	0	0	0	0	0	0
331	eta'(958)	0	0.958	1	-1	0	0	0	0	0	0	0.0002	0
9000111	a0(980)0	0	0.98	1	-1	0	0	0	0	0	0	0.075	0
9000211	a0(980)+	0	0.98	1	-1	0	1	0	0	0	0	0.075	0
9010221	f0(980)	0	0.99	1	-1	0	0	0	0	0	0	0.07	0
333	phi(1020)	0	1.019	3	-1	0	0	0	0	0	0	0.00426	0
3122	Lambda	1	1.11568	2	1	1	0	-1	0	0	0	0	0
10223	h1(1170)	0	1.17	3	-1	0	0	0	0	0	0	0.36	0
3222	Sigma+	1	1.1894	2	1	1	1	-1	0	0	0	0	0
3212	Sigma0	0	1.1926	2	1	1	0	-1	0	0	0	0	0
3112	Sigma-	1	1.1975	2	1	1	-1	-1	0	0	0	0	0
10113	b1(1235)0	0	1.23	3	-1	0	0	0	0	0	0	0.142	0
10213	b1(1235)+	0	1.23	3	-1	0	1	0	0	0	0	0.142	0
20113	a1(1260)0	0	1.23	3	-1	0	0	0	0	0	0	0.425	0
20213	a1(1260)+	0	1.23	3	-1	0	1	0	0	0	0	0.425	0
1114	Delta(1232)-	0	1.232	4	1	1	-1	0	0	0	0	0.12	0
2114	Delta(1232)0	0	1.232	4	1	1	0	0	0	0	0	0.12	0
2214	Delta(1232)+	0	1.232	4	1	1	1	0	0	0	0	0.12	0
2224	Delta(1232)++	0	1.232	4	1	1	2	0	0	0	0	0.12	0
10313	K1(1270)0	0	1.2731	3	-1	0	0	1	0	0	0	0.09	0
10323	K1(1270)+	0	1.2731	3	-1	0	1	1	0	0	0	0.09	0
225	f2(1270)	0	1.275	5	-1	0	0	0	0	0	0	0.1851	0
20223	f1(1285)	0	1.282	3	-1	0	0	0	0	0	0	0.024	0
100221	eta(1295)	0	1.293	1	-1	0	0	0	0	0	0	0.055	0
100111	pi(1300)0	0	1.3	1	-1	0	0	0	0	0	0	0.4	0
100211	pi(1300)+	0	1.3	1	-1	0	1	0	0	0	0	0.4	0
3322	Ksi0	1	1.31483	2	1	1	0	-2	0	0	0	0	0
115	a2(1320)0	0	1.318	5	-1	0	0	0	0	0	0	0.107	0
215	a2(1320)+	0	1.318	5	-1	0	1	0	0	0	0	0.107	0
3312	Ksi-	1	1.32131	2	1	1	-1	-2	0	0	0	0	0
10221	f0(1370)	0	1.35	1	-1	0	0	0	0	0	0	0.35	0
9000113	pi1(1400)0	0	1.351	3	-1	0	0	0	0	0	0	0.31	0
9000213	pi1(1400)+	0	1.351	3	-1	0	1	0	0	0	0	0.31	0
3224	Sigma(1385)+	0	1.3828	4	1	1	1	-1	0	0	0	0.036	0
3214	Sigma(1385)0	0	1.3837	4	1	1	0	-1	0	0	0	0.036	0
10333	h1(1380)	0	1.3861	3	-1	0	0	0	0	0	0	0.091	0
3114	Sigma(1385)-	0	1.3872	4	1	1	-1	-1	0	0	0	0.0394	0
20313	K1(1400)0	0	1.402	3	-1	0	0	1	0	0	0	0.174	0
20323	K1(1400)+	0	1.402	3	-1	0	1	1	0	0	0	0.174	0
13122	Lambda(1405)	0	1.406	2	1	1	0	-1	0	0	0	0.05	0
2001069	eta(1405)	0	1.409	1	-1	0	0	0	0	0	0	0.051	0
10311	K0*(1430)0	0	1.412	1	-1	0	0	1	0	0	0	0.294	0
10321	K0*(1430)+	0	1.412	1	-1	0	1	1	0	0	0	0.294	0
100313	K*(1410)0	0	1.414	3	-1	0	0	1	0	0	0	0.232	0
100323	K*(1410)+	0	1.414	3	-1	0	1	1	0	0	0	0.232	0
4000000	a1(1420)0	0	1.414	3	-1	0	0	0	0	0	0	0.153	0
4000001	a1(1420)+	0	1.414	3	-1	0	1	0	0	0	0	0.153	0
100223	omega(1420)	0	1.419	3	-1	0	0	0	0	0	0	0.174	0
325	K2*(1430)+	0	1.426	5	-1	0	1	1	0	0	0	0.0985	0
20333	f1(1420)	0	1.426	3	-1	0	0	0	0	0	0	0.0555	0
12112	N(1440)0	0	1.43	2	1	1	0	0	0	0	0	0.35	0
12212	N(1440)+	0	1.43	2	1	1	1	0	0	0	0	0.35	0
9000225	f2(1430)	0	1.43	5	-1	0	0	0	0	0	0	0.013	0
315	K2*(1430)0	0	1.432	5	-1	0	0	1	0	0	0	0.109	0
2001035	K(1460)+	0	1.46	1	-1	0	1	1	0	0	0	0.255	0
2001036	K(1460)0	0	1.46	1	-1	0	0	1	0	0	0	0.255	0
9000315	K2(1580)0	0	1.46	5	-1	0	0	1	0	0	0	0.11	0
9000325	K2(1580)+	0	1.46	5	-1	0	1	1	0	0	0	0.11	0
100113	rho(1450)0	0	1.465	3	-1	0	0	0	0	0	0	0.4	0
100213	rho(1450)+	0	1.465	3	-1	0	1	0	0	0	0	0.4	0
10111	a0(1450)0	0	1.474	1	-1	0	0	0	0	0	0	0.265	0
10211	a0(1450)+	0	1.474	1	-1	0	1	0	0	0	0	0.265	0
2001070	eta(1475)	0	1.476	1	-1	0	0	0	0	0	0	0.085	0
9020221	f0(1500)	0	1.507	1	-1	0	0	0	0	0	0	0.109	0
1214	N(1520)0	0	1.515	4	1	1	0	0	0	0	0	0.115	0
2124	N(1520)+	0	1.515	4	1	1	1	0	0	0	0	0.115	0
2001073	f1(1510)	0	1.518	3	-1	0	0	0	0	0	0	0.073	0
3124	Lambda(1520)	0	1.5195	4	1	1	0	-1	0	0	0	0.0156	0
335	f2'(1525)	0	1.525	5	-1	0	0	0	0	0	0	0.076	0
3324	Ksi(1530)0	0	1.5318	4	1	1	0	-2	0	0	0	0.0091	0
3314	Ksi(1530)-	0	1.535	4	1	1	-1	-2	0	0	0	0.0099	0
22112	N(1535)0	0	1.535	2	1	1	0	0	0	0	0	0.15	0
22212	N(1535)+	0	1.535	2	1	1	1	0	0	0	0	0.15	0
2000057	f2(1565)	0	1.565	5	-1	0	0	0	0	0	0	0.076	0
2000058	rho(1570)+	0	1.57	3	-1	0	1	0	0	0	0	0.31	0
2000059	rho(1570)0	0	1.57	3	-1	0	0	0	0	0	0	0.31	0
2000060	h1(1595)	0	1.594	3	-1	0	0	0	0	0	0	0.384	0
23122	Lambda(1600)	0	1.6	2	1	1	0	-1	0	0	0	0.15	0
31114	Delta(1600)-	0	1.6	4	1	1	-1	0	0	0	0	0.32	0
32114	Delta(1600)0	0	1.6	4	1	1	0	0	0	0	0	0.32	0
32214	Delta(1600)+	0	1.6	4	1	1	1	0	0	0	0	0.32	0
32224	Delta(1600)++	0	1.6	4	1	1	2	0	0	0	0	0.32	0
10225	eta2(1645)	0	1.617	5	-1	0	0	0	0	0	0	0.181	0
4000002	K(1630)+	0	1.629	3	-1	0	1	1	0	0	0	0.016	0
4000003	K(1630)0	0	1.629	3	-1	0	0	1	0	0	0	0.016	0
1112	Delta(1620)-	0	1.63	2	1	1	-1	0	0	0	0	0.14	0
1212	Delta(1620)0	0	1.63	2	1	1	0	0	0	0	0	0.14	0
2122	Delta(1620)+	0	1.63	2	1	1	1	0	0	0	0	0.14	0
2222	Delta(1620)++	0	1.63	2	1	1	2	0	0	0	0	0.14	0
9020225	f2(1640)	0	1.639	5	-1	0	0	0	0	0	0	0.099	0
9020113	a1(1640)0	0	1.647	3	-1	0	0	0	0	0	0	0.254	0
9020213	a1(1640)+	0	1.647	3	-1	0	1	0	0	0	0	0.254	0
30223	omega(1650)	0	1.649	3	-1	0	0	0	0	0	0	0.22	0
9000313	K1(1650)0	0	1.65	3	-1	0	0	1	0	0	0	0.15	0
9000323	K1(1650)+	0	1.65	3	-1	0	1	1	0	0	0	0.15	0
